"id_average","id_stddev","C_[0]_average","C_[0]_stddev","C_[1]_average","C_[1]_stddev","Cd_[0]_average","Cd_[0]_stddev","Cd_[1]_average","Cd_[1]_stddev","v_average:0","v_average:1","v_average:2","v_stddev:0","v_stddev:1","v_stddev:2","c_rhoatom_average","c_rhoatom_stddev","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
264,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0,-0.6571429967880249,0,0
264,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.01314288377761841,-0.6440001130104065,0,0
265,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.02628570795059204,-0.6308572888374329,0,0
265,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.03942859172821045,-0.6177144050598145,0,0
266,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.05257141590118408,-0.6045715808868408,0,0
266,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.06571429967880249,-0.5914286971092224,0,0
267,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.0788571834564209,-0.578285813331604,0,0
267,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.09200000762939453,-0.5651429891586304,0,0
268,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.1051428914070129,-0.552000105381012,0,0
268,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.1182857155799866,-0.5388572812080383,0,0
269,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,0,0,1000,0,1,0.131428599357605,-0.5257143974304199,0,0
268.9996948242188,0,1224999.852986927,0.0105643798935658,0,0,1224999.875,0.04867306351661682,0,0,0,0,0,0,0,0,1000,0,1,0.1445714831352234,-0.5125715136528015,0,0
106.0001449584961,0,1143958.897035947,5823.624960549785,0,0,1138289.25,26831.076171875,0,0,0,0,0,0,0,0,1000,0,1,0.157714307308197,-0.4994286894798279,0,0
106,0,1143958.823529412,5823.63024273968,0,0,1138289.125,26831.099609375,0,0,0,0,0,0,0,0,1000,0,1,0.1708571910858154,-0.4862858057022095,0,0
106,0,1143958.787609096,5823.632753847261,8.153078274063035e-32,7.097320639466501e-33,1138289.125,26831.10546875,0,0,0,0,0,0,0,0,1000,0,1,0.1840000450611115,-0.4731429517269135,0,0
107,0,1064754.31372549,11360.63745361839,1.79775862745098e-25,1.564963438653252e-26,1069209,39371.26171875,0,0,0,0,0,0,0,0,1000,0,1,0.1971428990364075,-0.4600000977516174,0,0
107,0,1064754.31372549,11360.63745361839,1.79775862745098e-25,1.564963438653252e-26,1069209,39371.26171875,0,0,0,0,0,0,0,0,1000,0,1,0.2102857530117035,-0.4468572437763214,0,0
108,0,986219.5810371095,16550.07298893072,1.630615622877999e-31,1.419464100093965e-32,986365.25,32981.93359375,0,0,0,0,0,0,0,0,1000,0,1,0.2234286069869995,-0.4337143898010254,0,0
108,0,986219.4394923256,16550.08194142218,1.272694067238619e-27,1.183922194548882e-28,986365.125,32981.93359375,0,0,0,0,0,0,0,0,1000,0,1,0.2365714907646179,-0.420571506023407,0,0
109,0,908700.7647058824,21230.78614966652,1.403149019607843e-21,1.305277764182242e-22,914162.25,36879.3515625,0,0,0,0,0,0,0,0,1000,0,1,0.2497143447399139,-0.407428652048111,0,0
109,0,908700.7647058821,21230.78614966654,1.403149019607838e-21,1.305277764182238e-22,914162.25,36879.3515625,0,0,0,0,0,0,0,0,1000,0,1,0.26285719871521,-0.3942857980728149,0,0
110,0,832486.3482897728,25259.40858283983,6.363470236493362e-28,5.919610879998845e-29,828676.5625,29197.50390625,0,0,0,0,0,0,0,0,1000,0,1,0.276000052690506,-0.3811429440975189,0,0
110,0,832486.3137254902,25259.41040987532,0,0,828676.5,29197.5,0,0,0,0,0,0,0,0,1000,0,1,0.289142906665802,-0.3680000901222229,0,0
111,0,757824.2156862745,28513.87867737375,1.012337607843137e-17,1.335486767955648e-18,760004.5,37572.02734375,0,0,0,0,0,0,0,0,1000,0,1,0.3022857904434204,-0.3548572063446045,0,0
111,0,757824.2156862745,28513.87867737375,1.012337607843137e-17,1.335486767955648e-18,760004.5,37572.02734375,0,0,0,0,0,0,0,0,1000,0,1,0.3154286444187164,-0.3417143523693085,0,0
111,0,757824.2156862742,28513.87867737376,1.012337607843134e-17,1.335486767955643e-18,760004.5,37572.02734375,0,0,0,0,0,0,0,0,1000,0,1,0.3285714983940125,-0.3285714983940125,0,0
112,0,684909.9742440785,30896.50074530178,4.591087722523669e-24,6.056612790487232e-25,684559.0625,33269.41796875,0,0,0,0,0,0,0,0,1000,0,1,0.3417143523693085,-0.3154286444187164,0,0
112,0,684909.9411764706,30896.50182585354,0,0,684559,33269.41796875,0,0,0,0,0,0,0,0,1000,0,1,0.3548572063446045,-0.3022857904434204,0,0
113,0,614149.9607843137,32335.02637732017,1.529718882352941e-14,2.869704140139178e-15,615382.3125,32593.181640625,0,0,0,0,0,0,0,0,1000,0,1,0.3680000901222229,-0.289142906665802,0,0
113,0,614149.9295916992,32335.02658362536,1.529718188604765e-14,2.869702838689588e-15,615382.3125,32593.185546875,0,0,0,0,0,0,0,0,1000,0,1,0.3811429440975189,-0.276000052690506,0,0
114,0,545370.0588235294,32789.93055767169,0,0,551850.4375,39314.2109375,0,0,0,0,0,0,0,0,1000,0,1,0.3942857980728149,-0.26285719871521,0,0
114,0,545370.0588235294,32789.93055767169,0,0,551850.4375,39314.2109375,0,0,0,0,0,0,0,0,1000,0,1,0.407428652048111,-0.2497143447399139,0,0
115,0,478605.3529411764,32250.0468908755,4.016209019607843e-11,1.33791516565851e-11,487910.34375,46403.3046875,0,0,0,0,0,0,0,0,1000,0,1,0.420571506023407,-0.2365714758634567,0,0
115,0,478605.3529411764,32250.0468908755,4.016209019607843e-11,1.33791516565851e-11,487910.34375,46403.3046875,0,0,0,0,0,0,0,0,1000,0,1,0.4337143898010254,-0.2234286218881607,0,0
116,0,413556.862745098,30736.19132708031,7.409017647058824e-09,3.042412378384529e-09,411696.09375,37763.9296875,0,0,0,0,0,0,0,0,1000,0,1,0.4468572437763214,-0.2102857530117035,0,0
116,0,413556.862745098,30736.19132708031,7.409017647058824e-09,3.042412378384529e-09,411696.09375,37763.9296875,0,0,0,0,0,0,0,0,1000,0,1,0.4600000977516174,-0.1971428990364075,0,0
117,0,350623.6952077207,28307.3040494128,1.453830354661075e-07,1.561679440674859e-08,352727.9375,38269.76953125,0,0,0,0,0,0,0,0,1000,0,1,0.4731429517269135,-0.1840000450611115,0,0
117,0,350623.6666666667,28307.30294787913,1.453830980392157e-07,1.561680010940319e-08,352727.90625,38269.76953125,0,0,0,0,0,0,0,0,1000,0,1,0.4862858057022095,-0.1708571761846542,0,0
117,0,350623.6666666667,28307.30294787913,1.453830980392157e-07,1.561680010940319e-08,352727.90625,38269.76953125,0,0,0,0,0,0,0,0,1000,0,1,0.4994286894798279,-0.1577143222093582,0,0
118,0,289419.294117647,25026.40298728769,1.987916543137255e-06,1.639144630817773e-06,293015.1875,26917.248046875,0,0,0,0,0,0,0,0,1000,0,1,0.5125715732574463,-0.144571453332901,0,0
118,0,289419.294117647,25026.40298728769,1.987916543137255e-06,1.639144630817773e-06,293015.1875,26917.248046875,0,0,0,0,0,0,0,0,1000,0,1,0.5257143974304199,-0.131428599357605,0,0
119,0,229749.705882353,20994.23798008576,0.0003470229411764705,0.0001569930568390309,233878.921875,26715.158203125,0,0,0,0,0,0,0,0,1000,0,1,0.5388572812080383,-0.1182857379317284,0,0
119,0,229749.6925909969,20994.23692035315,0.0003470313928152056,0.0001569944689152202,233878.90625,26715.15625,0,0,0,0,0,0,0,0,1000,0,1,0.552000105381012,-0.1051428765058517,0,0
120,0,171134.6799580227,16320.80555699648,0.03761884252875342,0.006384264550655252,171740.21875,19244.009765625,0,0,0,0,0,0,0,0,1000,0,1,0.5651429891586304,-0.09200002253055573,0,0
120,0,171134.6666666667,16320.80449726387,0.03761885098039216,0.006384265962731441,171740.203125,19244.0078125,0,0,0,0,0,0,0,0,1000,0,1,0.578285813331604,-0.07885716110467911,0,0
121,0,113522.9509803922,11158.9852116873,2.813827450980393,0.2672159459903949,112003.4296875,17637.623046875,0,0,0,0,0,0,0,0,1000,0,1,0.5914286971092224,-0.06571429967880249,0,0
121,0,113522.9445426354,11158.98458808387,2.813844673046469,0.2672165289907653,112003.421875,17637.623046875,5.174277976038866e-05,9.512092219665647e-05,0,0,0,0,0,0,1000,0,1,0.6045715808868408,-0.05257143825292587,0,0
122,0,56741.78557181956,5658.788339934204,154.712854134065,5.409292884824759,57070.59375,10748.4443359375,456.3725280761719,838.96875,0,0,0,0,0,0,1000,0,1,0.6177144050598145,-0.03942858055233955,0,0
122,0,56741.77953625002,5658.78773046912,154.7132539289697,5.409315998408072,57070.5859375,10748.4443359375,456.373046875,838.968994140625,0,0,0,0,0,0,1000,0,1,0.6308572888374329,-0.02628571912646294,0,0
123,0,7055.215098039217,407.9919328324547,7055.215098039217,407.9919328324547,10496.568359375,4699.25634765625,8887.2548828125,4007.029541015625,0,0,0,0,0,0,1000,0,1,0.6440001130104065,-0.01314285956323147,0,0
123,0,7055.215098039217,407.9919328324547,7055.215098039217,407.9919328324547,10496.568359375,4699.25634765625,8887.2548828125,4007.029541015625,0,0,0,0,0,0,1000,0,1,0.6571429967880249,0,0,0
123,0,7055.215098039217,407.9919328324547,7055.215098039217,407.9919328324547,10496.568359375,4699.25634765625,8887.2548828125,4007.029541015625,0,0,0,0,0,0,1000,0,1,0.6702858805656433,0.01314285956323147,0,0
124,0,154.7132539289697,5.409315998408072,56741.77953625002,5658.78773046912,552.4515380859375,779.0653076171875,54884.80078125,10465.0537109375,0,0,0,0,0,0,1000,0,1,0.6834287047386169,0.02628571912646294,0,0
124,0,154.712854134065,5.409292884824759,56741.78557181956,5658.788339934204,552.4509887695312,779.0650024414062,54884.80859375,10465.0546875,0,0,0,0,0,0,1000,0,1,0.6965715885162354,0.03942858055233955,0,0
125,0,2.813844673046469,0.2672165289907653,113522.9445426354,11158.98458808387,24.01966667175293,169.8443603515625,113180.3828125,20627.064453125,0,0,0,0,0,0,1000,0,1,0.709714412689209,0.05257143825292587,0,0
125,0,2.813827450980393,0.2672159459903949,113522.9509803922,11158.9852116873,24.01960754394531,169.8442840576172,113180.390625,20627.06640625,0,0,0,0,0,0,1000,0,1,0.7228572964668274,0.06571429967880249,0,0
126,0,0.03761885098039216,0.006384265962731441,171134.6666666667,16320.80449726387,0,0,168905.875,21242.080078125,0,0,0,0,0,0,1000,0,1,0.7360001802444458,0.07885716110467911,0,0
126,0,0.03761884252875342,0.006384264550655252,171134.6799580227,16320.80555699648,0,0,168905.890625,21242.08203125,0,0,0,0,0,0,1000,0,1,0.7491430044174194,0.09200002253055573,0,0
127,0,0.0003470313928152056,0.0001569944689152202,229749.6925909969,20994.23692035315,0,0,226240.671875,27182.0859375,0,0,0,0,0,0,1000,0,1,0.7622858881950378,0.1051428765058517,0,0
127,0,0.0003470229411764705,0.0001569930568390309,229749.705882353,20994.23798008576,0,0,226240.6875,27182.087890625,0,0,0,0,0,0,1000,0,1,0.7754287123680115,0.1182857379317284,0,0
128,0,1.987916543137255e-06,1.639144630817773e-06,289419.294117647,25026.40298728769,0,0,287802.9375,29032.8203125,0,0,0,0,0,0,1000,0,1,0.7885715961456299,0.131428599357605,0,0
128,0,1.987916543137255e-06,1.639144630817773e-06,289419.294117647,25026.40298728769,0,0,287802.9375,29032.8203125,0,0,0,0,0,0,1000,0,1,0.8017144203186035,0.144571453332901,0,0
129,0,1.453830980392157e-07,1.561680010940319e-08,350623.6666666667,28307.30294787913,0,0,345618.125,37480.9453125,0,0,0,0,0,0,1000,0,1,0.8148573040962219,0.1577143222093582,0,0
129,0,1.453830980392157e-07,1.561680010940319e-08,350623.6666666667,28307.30294787913,0,0,345618.125,37480.9453125,0,0,0,0,0,0,1000,0,1,0.8280001878738403,0.1708571761846542,0,0
129,0,1.453830354661065e-07,1.56167944067485e-08,350623.6952077212,28307.30404941282,0,0,345618.15625,37480.9453125,0,0,0,0,0,0,1000,0,1,0.841143012046814,0.1840000450611115,0,0
130,0,7.409017647058824e-09,3.042412378384529e-09,413556.862745098,30736.19132708031,0,0,411263.71875,38452.06640625,0,0,0,0,0,0,1000,0,1,0.8542858958244324,0.1971428990364075,0,0
130,0,7.409017647058824e-09,3.042412378384529e-09,413556.862745098,30736.19132708031,0,0,411263.71875,38452.06640625,0,0,0,0,0,0,1000,0,1,0.8674287796020508,0.2102857530117035,0,0
131,0,4.016209019607843e-11,1.33791516565851e-11,478605.3529411764,32250.0468908755,0,0,476044.625,37813.9453125,0,0,0,0,0,0,1000,0,1,0.8805716037750244,0.2234286218881607,0,0
131,0,4.016209019607843e-11,1.33791516565851e-11,478605.3529411764,32250.0468908755,0,0,476044.625,37813.9453125,0,0,0,0,0,0,1000,0,1,0.8937144875526428,0.2365714758634567,0,0
132,0,0,0,545370.0588235294,32789.93055767169,0,0,550241.125,42640.50390625,0,0,0,0,0,0,1000,0,1,0.9068573713302612,0.2497143447399139,0,0
132,0,0,0,545370.0588235294,32789.93055767169,0,0,550241.125,42640.50390625,0,0,0,0,0,0,1000,0,1,0.9200001955032349,0.26285719871521,0,0
133,0,1.529718188604765e-14,2.869702838689588e-15,614149.9295916992,32335.02658362536,0,0,617904.375,41371.54296875,0,0,0,0,0,0,1000,0,1,0.9331430196762085,0.276000052690506,0,0
133,0,1.529718882352941e-14,2.869704140139178e-15,614149.9607843137,32335.02637732017,0,0,617904.375,41371.54296875,0,0,0,0,0,0,1000,0,1,0.9462859034538269,0.289142906665802,0,0
134,0,0,0,684909.9411764706,30896.50182585354,0,0,690900,43944.92578125,0,0,0,0,0,0,1000,0,1,0.9594287872314453,0.3022857904434204,0,0
134,0,0,0,684909.9411764706,30896.50182585354,0,0,690900,43944.92578125,0,0,0,0,0,0,1000,0,1,0.9725716114044189,0.3154286444187164,0,0
134,0,0,0,684909.9411764706,30896.50182585354,0,0,690900,43944.92578125,0,0,0,0,0,0,1000,0,1,0.9857144951820374,0.3285714983940125,0,0
135,0,1.012337148734358e-17,1.33548616229436e-18,757824.1826186661,28513.87975792553,0,0,764135.625,38502.74609375,0,0,0,0,0,0,1000,0,1,0.9988573789596558,0.3417143523693085,0,0
135,0,1.012337607843137e-17,1.335486767955648e-18,757824.2156862745,28513.87867737375,0,0,764135.6875,38502.7421875,0,0,0,0,0,0,1000,0,1,1.012000203132629,0.3548572063446045,0,0
136,0,0,0,832486.3137254902,25259.41040987532,0,0,831390.5625,38593.69140625,0,0,0,0,0,0,1000,0,1,1.025143146514893,0.3680000901222229,0,0
136,0,6.363470136793629e-28,5.919610787253282e-29,832486.3482897721,25259.40858283986,0,0,831390.625,38593.6953125,0,0,0,0,0,0,1000,0,1,1.038285970687866,0.3811429440975189,0,0
137,0,1.403149019607823e-21,1.305277764182224e-22,908700.7647058814,21230.78614966658,0,0,905371.125,42951.33203125,0,0,0,0,0,0,1000,0,1,1.05142879486084,0.3942857980728149,0,0
137,0,1.403149019607843e-21,1.305277764182242e-22,908700.7647058824,21230.78614966652,0,0,905371.125,42951.33203125,0,0,0,0,0,0,1000,0,1,1.064571619033813,0.407428652048111,0,0
138,0,1.272694087178566e-27,1.183922213097994e-28,986219.4394923245,16550.08194142224,0,0,993186.625,34657.24609375,0,0,0,0,0,0,1000,0,1,1.077714443206787,0.420571506023407,0,0
138,0,1.630615616491077e-31,1.419464094534098e-32,986219.5810371093,16550.07298893074,0,0,993186.75,34657.23828125,0,0,0,0,0,0,1000,0,1,1.09085738658905,0.4337143898010254,0,0
139,0,1.79775862745098e-25,1.564963438653252e-26,1064754.31372549,11360.63745361839,0,0,1070289.75,34629.8125,0,0,0,0,0,0,1000,0,1,1.104000210762024,0.4468572437763214,0,0
139,0,1.79775862745098e-25,1.564963438653252e-26,1064754.31372549,11360.63745361839,0,0,1070289.75,34629.8125,0,0,0,0,0,0,1000,0,1,1.117143154144287,0.4600000977516174,0,0
140,0,8.153078465670685e-32,7.097320806262511e-33,1143958.787609096,5823.632753847322,0,0,1134734.5,39797.765625,0,0,0,0,0,0,1000,0,1,1.130285978317261,0.4731429517269135,0,0
140,0,0,0,1143958.823529412,5823.63024273968,0,0,1134734.5,39797.76953125,0,0,0,0,0,0,1000,0,1,1.143428802490234,0.4862858057022095,0,0
140.0001525878906,0,0,0,1143958.897035947,5823.624960549806,0,0,1134734.625,39797.734375,0,0,0,0,0,0,1000,0,1,1.156571626663208,0.4994286894798279,0,0
305.9996948242188,0,0,0,1224999.852986927,0.01056437991425549,0,0,1224999.875,0.07219530642032623,0,0,0,0,0,0,1000,0,1,1.169714450836182,0.5125715136528015,0,0
306,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.182857394218445,0.5257143974304199,0,0
307,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.196000337600708,0.5388572812080383,0,0
307,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.209143161773682,0.552000105381012,0,0
308,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.222285985946655,0.5651429891586304,0,0
308,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.235428810119629,0.578285813331604,0,0
309,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.248571634292603,0.5914286971092224,0,0
309,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.261714577674866,0.6045715808868408,0,0
310,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.274857401847839,0.6177144050598145,0,0
310,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.288000345230103,0.6308572888374329,0,0
311,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.301143169403076,0.6440001130104065,0,0
311,0,0,0,1225000,0,0,0,1225000,0,0,0,0,0,0,0,1000,0,1,1.31428599357605,0.6571429967880249,0,0
